"","city_id","commentary_primary","commentary_secondary","terr_id","sovereign_number","time_point","observation","point_id","type_reign","type_change","city_status","hanse","foreign_rule","multiple_1","multiple_2","multiple_3","multiple_4","multiple_5","multiple_6","multiple_7","multiple_8","multiple_9","multiple_10","multiple_11","multiple_12","multiple_13","multiple_14","multiple_15","multiple_16","uncertainty_1","uncertainty_2","uncertainty_3","source"
"28",1004,"Ab 1225 der Deutsche Orden in Preußen","","D063","",1450,28,2,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"29",1004,"seit 1571 zu Preußen","","P156","",1550,29,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"30",1004,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1650,31,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"31",1004,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1750,31,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"32",1004,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1850,31,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"33",1005,"Deutscher Orden bis 1525","","D063","",1400,34,1,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,1,0,"3, 10"
"34",1005,"Deutscher Orden bis 1525","","D063","",1450,34,2,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,1,0,"3, 10"
"35",1005,"1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation","","P156","",1550,35,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"36",1005,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1650,37,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"37",1005,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1750,37,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"38",1005,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1850,37,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"39",1006,"Ab 1225 der Deutsche Orden in Preußen","","D063","",1400,39,1,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"40",1006,"Ab 1225 der Deutsche Orden in Preußen","","D063","",1450,39,2,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"41",1006,"1525 Preußen","","P156","",1550,42,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"42",1006,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1650,45,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"43",1006,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1750,45,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"44",1006,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1850,45,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"45",1007,"1332-1525 zum Ordenstaat","","D063","",1400,47,1,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"46",1007,"1332-1525 zum Ordenstaat","","D063","",1450,47,2,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"47",1007,"1525 zu Preußen (Ostpreußen)","","P156","",1550,48,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"48",1007,"1618 kam Preußen an Brandenburg","","B3742","",1650,50,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"49",1007,"1618 kam Preußen an Brandenburg","","B3742","",1750,50,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"50",1007,"1618 kam Preußen an Brandenburg","","B3742","",1850,50,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"51",1008,"","1395-1772 zum Fürstbt. Ermland","E172","",1400,53,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"52",1008,"1395 das Bt. Unter der Schutzherrsch. Des Dt. Ordens bis 1466","","D063","",1400,52,1,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"53",1008,"","1395-1772 zum Fürstbt. Ermland","E172","",1450,53,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"54",1008,"1395 das Bt. Unter der Schutzherrsch. Des Dt. Ordens bis 1466","","D063","",1450,52,2,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"55",1008,"1466 unter der Oberherrschaft des Kg. Polens","","0J0011","",1550,56,3,0,7,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"56",1008,"","1395-1772 zum Fürstbt. Ermland","E172","",1550,53,3,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"57",1008,"","1395-1772 zum Fürstbt. Ermland","E172","",1650,53,4,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"58",1008,"1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland","","0V0013","",1650,59,4,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"59",1008,"","1395-1772 zum Fürstbt. Ermland","E172","",1750,53,5,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"60",1008,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland","","A060","",1750,62,5,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"61",1008,"1772 zu Preußen","","B3742","",1850,64,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"62",1009,"","Bt. Ermland 1385-1772","E172","",1400,68,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"63",1009,"1385-1466 Dt. Orden","","D063","",1400,66,1,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"64",1009,"","Bt. Ermland 1385-1772","E172","",1450,68,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"65",1009,"1385-1466 Dt. Orden","","D063","",1450,66,2,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"66",1009,"1466 unter der Oberherrschaft des Kg. Polens","","0J0011","",1550,69,3,0,7,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"67",1009,"","Bt. Ermland 1385-1772","E172","",1550,68,3,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"68",1009,"","Bt. Ermland 1385-1772","E172","",1650,68,4,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"69",1009,"1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland","","0V0013","",1650,72,4,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"70",1009,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland","","A060","",1750,75,5,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"71",1009,"","Bt. Ermland 1385-1772","E172","",1750,68,5,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"72",1009,"1772 zu Preußen","","B3742","",1850,77,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"73",1010,"Bis 1527 Bt. Pomesanien unter Schutzherrschaft des Deutschen Ordens","","D063","",1400,79,1,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"74",1010,"","bis 1454 zum Bt. Pomesanien","P126","",1400,81,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"75",1010,"","bis 1454 zum Bt. Pomesanien","P126","",1450,81,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"76",1010,"Bis 1527 Bt. Pomesanien unter Schutzherrschaft des Deutschen Ordens","","D063","",1450,79,2,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"77",1010,"1527 an das Hzt. Preußen","","P156","",1550,86,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"78",1010,"1618 kam Preußen an Brandenburg","","B3742","",1650,88,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"79",1010,"1618 kam Preußen an Brandenburg","","B3742","",1750,88,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"80",1010,"1618 kam Preußen an Brandenburg","","B3742","",1850,88,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"81",1011,"","1251 an das Bt. Ermland","E172","",1400,91,1,6,0,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"82",1011,"Bis 1466 Bt. Ermland unter Schutzherrschaft des Deutschen Ordens ","","D063","",1400,90,1,0,0,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"83",1011,"Bis 1466 Bt. Ermland unter Schutzherrschaft des Deutschen Ordens ","","D063","",1450,90,2,0,0,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"84",1011,"","und kam 1414 an Ermland zurück","E172","",1450,94,2,6,0,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"85",1011,"1466 unter der Oberherrschaft des Kg. Polens","","P121","",1550,97,3,0,7,0,1,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"86",1011,"1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland","","0V0013","",1650,100,4,0,0,0,1,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"87",1011,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland","","A060","",1750,103,5,0,0,0,1,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"88",1011,"1772 zu Preußen","","B3742","",1850,105,6,0,7,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"89",1012,"Etwa 1248 gegr. Bis 1466 vom Dt. Orden","","D063","",1400,107,1,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"90",1012,"Etwa 1248 gegr. Bis 1466 vom Dt. Orden","","D063","",1450,107,2,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"91",1012,"1466 unter der Oberherrschaft des Kg. Polens","","0J0011","",1550,108,3,0,7,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"92",1012,"1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland","","0V0013","",1650,111,4,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"93",1012,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland","","A060","",1750,114,5,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"94",1012,"1772 zu Preußen","","B3742","",1850,116,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"95",1013,"1308 engültig vom Dt. Orden besetzt","","D063","",1400,124,1,0,5,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"96",1013,"1308 engültig vom Dt. Orden besetzt","","D063","",1450,124,2,0,5,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"97",1013,"1454 Abfall und kam zu Polen, womit sie freie Stadt wurde","","D023","",1550,125,3,0,0,1,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"98",1013,"1454 Abfall und kam zu Polen, womit sie freie Stadt wurde","","D023","",1650,125,4,0,0,1,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"99",1013,"1454 Abfall und kam zu Polen, womit sie freie Stadt wurde","","D023","",1750,125,5,0,0,1,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"100",1013,"1793 preussisch","","B3742","",1850,126,6,0,7,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"101",1014,"vom Dt. Orden","","D063","",1400,129,1,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"102",1014,"vom Dt. Orden","","D063","",1450,129,2,0,6,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"103",1014,"","von Kreytze 1548-1690","0K0026","",1550,133,3,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"104",1014,"1525 Preußen","","P156","",1550,136,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"105",1014,"","von Kreytze 1548-1690","0K0026","",1650,133,4,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"106",1014,"1618 kam Preußen an Brandenburg","","B3742","",1650,138,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"107",1014,"1618 kam Preußen an Brandenburg","","B3742","",1750,138,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"108",1014,"","Fint von Fintenstein bis 1784","0F0015","",1750,134,5,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"109",1014,"1618 kam Preußen an Brandenburg","","B3742","",1850,138,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"110",1015,"Seit 13 Jh. in der Komturei Brandenburg Dt. Orden","","D063","",1400,141,1,0,0,0,0,"P121","","","","","","","","","","","","","","","","",1,0,0,"10"
"111",1015,"Seit 13 Jh. in der Komturei Brandenburg Dt. Orden","","D063","",1450,141,2,0,0,0,0,"P121","","","","","","","","","","","","","","","","",1,0,0,"10"
"112",1015,"1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation","","P156","",1550,144,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"113",1015,"","bis M. 17. Jh. von Kreytzen","0K0026","",1550,143,3,6,0,0,0,"","","","","","","","","","","","","","","","","",1,0,0,"10"
"114",1015,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1650,148,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"115",1015,"","von Louwitz bis 1727","0L0026","",1650,145,4,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"116",1015,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1750,148,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"117",1015,"","von Schlippenbach, von Witten, von der Goltz, von Kalnein bis 1900","","4",1750,146,5,6,0,0,0,"","0S0043","W403","0G0034","0K0027","","","","","","","","","","","","",0,0,0,"10"
"118",1015,"","von Schlippenbach, von Witten, von der Goltz, von Kalnein bis 1900","","4",1850,146,6,6,0,0,0,"","0S0043","W403","0G0034","0K0027","","","","","","","","","","","","",0,0,0,"10"
"119",1015,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1850,148,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"120",1016,"Dt. Orden","","D063","",1400,150,1,0,0,0,0,"P121","","","","","","","","","","","","","","","","",1,1,0,"3, 10"
"121",1016,"Dt. Orden","","D063","",1450,150,2,0,0,0,0,"P121","","","","","","","","","","","","","","","","",1,1,0,"3, 10"
"122",1016,"1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation","","P156","",1550,152,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"123",1016,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1650,154,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"124",1016,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1750,154,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"125",1016,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1850,154,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"126",1017," Dt. Orden","","D063","",1400,156,1,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"127",1017," Dt. Orden","","D063","",1450,156,2,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"128",1017,"1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation","","P156","",1550,157,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"129",1017,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1650,159,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"130",1017,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1750,159,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"131",1017,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1850,159,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"132",1018,"1237 bis 1454 zu Preußen, unter der Herrschaft des Dt. Ritterodens","","D063","",1400,161,1,0,0,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"133",1018,"1237 bis 1454 zu Preußen, unter der Herrschaft des Dt. Ritterodens","","D063","",1450,161,2,0,0,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"134",1018,"1521 unter König Kasimir","","0J0011","",1550,163,3,0,7,0,1,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"135",1018,"1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland","","0V0013","",1650,166,4,0,0,0,1,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"136",1018,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland","","A060","",1750,169,5,0,0,0,1,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"137",1018,"1772 zu Preußen","","B3742","",1850,171,6,0,7,0,1,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"138",1019,"Ab 1225 der Deutsche Orden in Preußen","","D063","",1400,173,1,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"139",1019,"Ab 1225 der Deutsche Orden in Preußen","","D063","",1450,173,2,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"tree"
"140",1019,"seit Gründung (1557 nach 3) von Preussen","","P156","",1550,174,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,1,0,"3, 10"
"141",1019,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1650,176,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"142",1019,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1750,176,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"143",1019,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1850,176,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"144",1020,"vom Dt. Orden 1264","","D063","",1400,178,1,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,1,0,"3, 10"
"145",1020,"","Bt. Samland bis 1525","S085","",1400,179,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"146",1020,"vom Dt. Orden 1264","","D063","",1450,178,2,0,0,0,0,"P121","","","","","","","","","","","","","","","","",0,1,0,"3, 10"
"147",1020,"","Bt. Samland bis 1525","S085","",1450,179,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10"
"148",1020,"Dann an Hz. Preussen","","P156","",1550,180,3,0,8,0,0,"P121","","","","","","","","","","","","","","","","",0,0,0,"10"
"149",1020,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1650,182,4,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"150",1020,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1750,182,5,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"151",1020,"1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern","","B3742","",1850,182,6,0,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"152",1021,"Bis 1466 Bt. Ermland unter Schutzherrschaft des Deutschen Ordens ","","D063","",1400,184,1,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"153",1021,"","1320 gehört zum Territorium Ermland","E172","",1400,185,1,6,0,0,0,"","","","","","","","","","","","","","","","","",1,0,0,"10"
"154",1021,"","1320 gehört zum Territorium Ermland","E172","",1450,185,2,6,0,0,0,"","","","","","","","","","","","","","","","","",1,0,0,"10"
"155",1021,"Bis 1466 Bt. Ermland unter Schutzherrschaft des Deutschen Ordens ","","D063","",1450,184,2,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"tree"
"156",1021,"","1320 gehört zum Territorium Ermland","E172","",1550,185,3,6,0,0,0,"","","","","","","","","","","","","","","","","",1,0,0,"10"
